Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,Match URL,Team Total,Wickets Fallen,Percentage Scored,Match Result
6,15,11,1,0,54.54,2,caught,2,v Pakistan,Jamshedpur,2005-04-09,https://stats.espncricinfo.com/ci/engine/match/64940.html,213,10,2.8169014084507045,L
123,192,130,12,2,94.61,2,bowled,1,v Pakistan,Ahmedabad,2005-04-12,https://stats.espncricinfo.com/ci/engine/match/64941.html,315,6,39.04761904761905,L
1,13,10,0,0,10.00,2,caught,1,v Pakistan,Kanpur,2005-04-15,https://stats.espncricinfo.com/ci/engine/match/64942.html,249,6,0.4016064257028112,L
9,38,15,0,0,60.00,2,bowled,2,v Pakistan,Delhi,2005-04-17,https://stats.espncricinfo.com/ci/engine/match/64943.html,144,10,6.25,L
93,149,96,9,2,96.87,2,caught,1,v Sri Lanka,Nagpur,2005-10-25,https://stats.espncricinfo.com/ci/engine/match/223018.html,350,6,26.571428571428573,W
67,87,69,11,0,97.10,2,not out,2,v Sri Lanka,Mohali,2005-10-28,https://stats.espncricinfo.com/ci/engine/match/223334.html,123,2,54.47154471544715,W
2,2,3,0,0,66.66,2,caught,2,v Sri Lanka,Jaipur,2005-10-31,https://stats.espncricinfo.com/ci/engine/match/223634.html,303,4,0.6600660066006601,W
11,28,19,1,1,57.89,2,bowled,2,v Sri Lanka,Pune,2005-11-03,https://stats.espncricinfo.com/ci/engine/match/223902.html,262,6,4.198473282442748,W
19,46,30,3,0,63.33,2,caught,2,v Sri Lanka,Rajkot,2005-11-09,https://stats.espncricinfo.com/ci/engine/match/224556.html,197,3,9.644670050761421,W
39,76,48,8,0,81.25,2,caught,2,v Sri Lanka,Vadodara,2005-11-12,https://stats.espncricinfo.com/ci/engine/match/225437.html,245,5,15.918367346938775,W
2,20,9,0,0,22.22,2,caught,1,v South Africa,Hyderabad,2005-11-16,https://stats.espncricinfo.com/ci/engine/match/225959.html,249,9,0.8032128514056224,L
2,31,22,0,0,9.09,2,caught,2,v South Africa,Bengaluru,2005-11-19,https://stats.espncricinfo.com/ci/engine/match/226315.html,171,4,1.1695906432748537,W
2,18,15,0,0,13.33,3,caught,1,v South Africa,Eden Gardens,2005-11-25,https://stats.espncricinfo.com/ci/engine/match/226358.html,188,10,1.0638297872340425,L
30,77,44,5,0,68.18,2,caught,2,v South Africa,Wankhede,2005-11-28,https://stats.espncricinfo.com/ci/engine/match/226359.html,224,5,13.392857142857142,W
100,188,113,10,1,88.49,2,lbw,1,v Pakistan,Peshawar,2006-02-06,https://stats.espncricinfo.com/ci/engine/match/235831.html,328,10,30.48780487804878,L
42,71,43,8,0,97.67,2,caught,2,v Pakistan,Rawalpindi,2006-02-11,https://stats.espncricinfo.com/ci/engine/match/236520.html,266,3,15.789473684210526,W
95,157,104,16,1,91.34,2,caught,2,v Pakistan,Lahore,2006-02-13,https://stats.espncricinfo.com/ci/engine/match/236809.html,292,5,32.534246575342465,W
0,7,3,0,0,0.00,2,caught,2,v Pakistan,Multan,2006-02-16,https://stats.espncricinfo.com/ci/engine/match/237222.html,162,5,0.0,W
2,16,3,0,0,66.66,2,not out,1,v Sri Lanka,Colombo (SSC),2006-08-18,https://stats.espncricinfo.com/ci/engine/match/256665.html,11,10,18.181818181818183,L
141,-,148,13,5,95.27,2,not out,1,v West Indies,Kuala Lumpur,2006-09-14,https://stats.espncricinfo.com/ci/engine/match/256607.html,309,5,45.63106796116505,L
12,30,17,2,0,70.58,2,caught,2,v Australia,Kuala Lumpur,2006-09-16,https://stats.espncricinfo.com/ci/engine/match/256608.html,35,5,34.285714285714285,L
65,154,102,7,0,63.72,2,run out,1,v West Indies,Kuala Lumpur,2006-09-20,https://stats.espncricinfo.com/ci/engine/match/256612.html,162,10,40.123456790123456,W
4,11,10,1,0,40.00,2,caught,2,v Australia,Kuala Lumpur,2006-09-22,https://stats.espncricinfo.com/ci/engine/match/256614.html,195,10,2.051282051282051,L
35,87,41,5,0,85.36,2,lbw,2,v England,Jaipur,2006-10-15,https://stats.espncricinfo.com/ci/engine/match/249745.html,126,6,27.77777777777778,W
29,81,45,4,0,64.44,2,bowled,1,v West Indies,Ahmedabad,2006-10-26,https://stats.espncricinfo.com/ci/engine/match/249753.html,223,9,13.004484304932735,L
10,46,26,2,0,38.46,2,caught,1,v Australia,Mohali,2006-10-29,https://stats.espncricinfo.com/ci/engine/match/249756.html,249,8,4.016064257028113,L
35,79,51,5,0,68.62,2,bowled,2,v South Africa,Durban,2006-11-22,https://stats.espncricinfo.com/ci/engine/match/249211.html,91,10,38.46153846153847,L
2,20,9,0,0,22.22,2,caught,2,v South Africa,Cape Town,2006-11-26,https://stats.espncricinfo.com/ci/engine/match/249212.html,168,10,1.1904761904761905,L
1,4,3,0,0,33.33,3,caught,2,v South Africa,Gqeberha,2006-11-29,https://stats.espncricinfo.com/ci/engine/match/249213.html,163,10,0.6134969325153374,L
55,134,97,8,0,56.70,2,caught,1,v South Africa,Centurion,2006-12-03,https://stats.espncricinfo.com/ci/engine/match/249214.html,200,9,27.500000000000004,L
31,54,38,3,0,81.57,3,lbw,1,v West Indies,Nagpur,2007-01-21,https://stats.espncricinfo.com/ci/engine/match/267706.html,338,3,9.171597633136095,W
0,6,6,0,0,0.00,4,caught,1,v West Indies,Cuttack,2007-01-24,https://stats.espncricinfo.com/ci/engine/match/267707.html,189,10,0.0,W
60,112,66,2,0,90.90,4,caught,1,v West Indies,Chennai,2007-01-27,https://stats.espncricinfo.com/ci/engine/match/267708.html,268,10,22.388059701492537,L
100,110,76,10,1,131.57,4,not out,1,v West Indies,Vadodara,2007-01-31,https://stats.espncricinfo.com/ci/engine/match/267709.html,341,3,29.32551319648094,W
54,94,61,9,0,88.52,4,stumped,2,v Sri Lanka,Rajkot,2007-02-11,https://stats.espncricinfo.com/ci/engine/match/267712.html,252,9,21.428571428571427,L
1,13,8,0,0,12.50,3,bowled,2,v Sri Lanka,Margao,2007-02-14,https://stats.espncricinfo.com/ci/engine/match/267715.html,233,5,0.4291845493562232,W
7,40,26,1,0,26.92,4,caught,1,v Bangladesh,Port of Spain,2007-03-17,https://stats.espncricinfo.com/ci/engine/match/247464.html,191,10,3.664921465968586,L
57,46,29,2,4,196.55,6,not out,1,v Bermuda,Port of Spain,2007-03-19,https://stats.espncricinfo.com/ci/engine/match/247468.html,413,5,13.801452784503631,W
0,5,3,0,0,0.00,4,bowled,2,v Sri Lanka,Port of Spain,2007-03-23,https://stats.espncricinfo.com/ci/engine/match/247476.html,185,10,0.0,L
4,4,3,1,0,133.33,2,bowled,2,v Ireland,Belfast,2007-06-23,https://stats.espncricinfo.com/ci/engine/match/293071.html,171,1,2.3391812865497075,W
99,199,143,12,0,69.23,2,run out,1,v South Africa,Belfast,2007-06-26,https://stats.espncricinfo.com/ci/engine/match/293076.html,242,8,40.909090909090914,L
93,140,106,13,2,87.73,2,bowled,2,v South Africa,Belfast,2007-06-29,https://stats.espncricinfo.com/ci/engine/match/293077.html,227,4,40.969162995594715,W
8,10,8,2,0,100.00,2,caught,2,v South Africa,Belfast,2007-07-01,https://stats.espncricinfo.com/ci/engine/match/293078.html,152,4,5.263157894736842,W
17,52,33,1,0,51.51,2,caught,2,v England,Southampton,2007-08-21,https://stats.espncricinfo.com/ci/engine/match/258471.html,184,10,9.239130434782608,L
99,158,112,15,1,88.39,2,caught,1,v England,Bristol,2007-08-24,https://stats.espncricinfo.com/ci/engine/match/258472.html,329,7,30.091185410334347,W
8,42,19,1,0,42.10,2,caught,2,v England,Birmingham,2007-08-27,https://stats.espncricinfo.com/ci/engine/match/258473.html,239,10,3.3472803347280333,L
55,128,86,9,0,63.95,2,caught,1,v England,Manchester,2007-08-30,https://stats.espncricinfo.com/ci/engine/match/258474.html,212,10,25.943396226415093,L
71,87,59,13,0,120.33,2,caught,1,v England,Leeds,2007-09-02,https://stats.espncricinfo.com/ci/engine/match/258475.html,324,6,21.91358024691358,W
94,120,81,16,1,116.04,2,caught,2,v England,The Oval,2007-09-05,https://stats.espncricinfo.com/ci/engine/match/258476.html,317,8,29.652996845425868,W
30,80,46,4,0,65.21,2,caught,1,v England,Lord's,2007-09-08,https://stats.espncricinfo.com/ci/engine/match/258477.html,187,10,16.0427807486631,L
0,9,6,0,0,0.00,2,lbw,2,v Australia,Bengaluru,2007-09-29,https://stats.espncricinfo.com/ci/engine/match/297793.html,9,1,0.0,L
16,43,25,1,1,64.00,2,caught,2,v Australia,Kochi,2007-10-02,https://stats.espncricinfo.com/ci/engine/match/297794.html,222,10,7.207207207207207,L
43,119,71,6,0,60.56,2,bowled,2,v Australia,Hyderabad,2007-10-05,https://stats.espncricinfo.com/ci/engine/match/297795.html,243,10,17.695473251028808,L
79,184,119,7,0,66.38,2,run out,1,v Australia,Chandigarh,2007-10-08,https://stats.espncricinfo.com/ci/engine/match/297796.html,291,4,27.147766323024054,W
47,128,73,9,0,64.38,2,caught,1,v Australia,Vadodara,2007-10-11,https://stats.espncricinfo.com/ci/engine/match/297797.html,148,10,31.756756756756754,L
72,105,72,9,1,100.00,2,stumped,2,v Australia,Nagpur,2007-10-14,https://stats.espncricinfo.com/ci/engine/match/297798.html,299,7,24.08026755852843,L
21,52,36,4,0,58.33,2,bowled,2,v Australia,Wankhede,2007-10-17,https://stats.espncricinfo.com/ci/engine/match/297799.html,195,8,10.76923076923077,W
4,14,7,1,0,57.14,2,lbw,2,v Pakistan,Guwahati,2007-11-05,https://stats.espncricinfo.com/ci/engine/match/297801.html,242,5,1.6528925619834711,W
99,130,91,14,1,108.79,2,caught,1,v Pakistan,Mohali,2007-11-08,https://stats.espncricinfo.com/ci/engine/match/297802.html,321,9,30.8411214953271,L
29,54,27,5,0,107.40,2,caught,1,v Pakistan,Kanpur,2007-11-11,https://stats.espncricinfo.com/ci/engine/match/297803.html,294,6,9.863945578231291,W
97,149,102,16,0,95.09,2,bowled,2,v Pakistan,Gwalior,2007-11-15,https://stats.espncricinfo.com/ci/engine/match/297804.html,260,4,37.30769230769231,W
30,54,27,6,0,111.11,2,caught,2,v Pakistan,Jaipur,2007-11-18,https://stats.espncricinfo.com/ci/engine/match/297805.html,275,10,10.909090909090908,L
10,30,17,1,0,58.82,2,hit wicket,1,v Australia,Brisbane,2008-02-03,https://stats.espncricinfo.com/ci/engine/match/291359.html,194,10,5.154639175257731,L
35,70,52,2,0,67.30,2,bowled,1,v Sri Lanka,Brisbane,2008-02-05,https://stats.espncricinfo.com/ci/engine/match/291360.html,267,4,13.108614232209737,L
44,123,54,3,0,81.48,2,caught,2,v Australia,Melbourne,2008-02-10,https://stats.espncricinfo.com/ci/engine/match/291362.html,160,5,27.500000000000004,W
32,41,30,4,0,106.66,2,caught,1,v Sri Lanka,Canberra,2008-02-12,https://stats.espncricinfo.com/ci/engine/match/291363.html,195,5,16.41025641025641,L
5,23,15,1,0,33.33,2,lbw,2,v Australia,Adelaide,2008-02-17,https://stats.espncricinfo.com/ci/engine/match/291365.html,153,10,3.2679738562091507,L
0,6,2,0,0,0.00,2,bowled,2,v Sri Lanka,Adelaide,2008-02-19,https://stats.espncricinfo.com/ci/engine/match/291366.html,239,8,0.0,W
2,3,3,0,0,66.66,2,lbw,2,v Australia,Sydney,2008-02-24,https://stats.espncricinfo.com/ci/engine/match/291368.html,299,10,0.6688963210702341,L
63,92,54,10,0,116.66,2,caught,2,v Sri Lanka,Hobart,2008-02-26,https://stats.espncricinfo.com/ci/engine/match/291369.html,180,3,35.0,W
117,235,120,10,0,97.50,2,not out,2,v Australia,Sydney,2008-03-02,https://stats.espncricinfo.com/ci/engine/match/291371.html,242,4,48.34710743801653,W
91,176,121,7,0,75.20,2,caught,1,v Australia,Brisbane,2008-03-04,https://stats.espncricinfo.com/ci/engine/match/291372.html,258,9,35.27131782945737,W
11,40,21,2,0,52.38,2,bowled,1,v England,Bengaluru,2008-11-23,https://stats.espncricinfo.com/ci/engine/match/361046.html,166,4,6.626506024096386,W
50,99,57,6,0,87.71,2,bowled,2,v England,Cuttack,2008-11-26,https://stats.espncricinfo.com/ci/engine/match/361047.html,273,4,18.315018315018314,W
5,15,16,0,0,31.25,2,lbw,2,v Sri Lanka,Dambulla,2009-01-28,https://stats.espncricinfo.com/ci/engine/match/386530.html,247,4,2.0242914979757085,W
6,11,9,0,0,66.66,2,lbw,1,v Sri Lanka,Colombo (RPS),2009-01-31,https://stats.espncricinfo.com/ci/engine/match/386531.html,256,9,2.34375,W
7,9,12,0,1,58.33,2,lbw,1,v Sri Lanka,Colombo (RPS),2009-02-03,https://stats.espncricinfo.com/ci/engine/match/386532.html,363,5,1.9283746556473829,W
20,43,23,2,0,86.95,2,caught,1,v New Zealand,Napier,2009-03-03,https://stats.espncricinfo.com/ci/engine/match/366623.html,273,4,7.326007326007327,W
61,100,69,7,1,88.40,2,lbw,1,v New Zealand,Wellington,2009-03-06,https://stats.espncricinfo.com/ci/engine/match/366626.html,188,4,32.4468085106383,L
163,206,133,16,5,122.55,2,retired notout,1,v New Zealand,Christchurch,2009-03-08,https://stats.espncricinfo.com/ci/engine/match/366627.html,392,4,41.58163265306122,W
46,81,55,6,0,83.63,2,caught,2,v New Zealand,Colombo (RPS),2009-09-11,https://stats.espncricinfo.com/ci/engine/match/403382.html,156,4,29.48717948717949,W
27,63,33,5,0,81.81,2,caught,2,v Sri Lanka,Colombo (RPS),2009-09-12,https://stats.espncricinfo.com/ci/engine/match/403381.html,168,10,16.071428571428573,L
138,214,133,10,1,103.75,2,lbw,1,v Sri Lanka,Colombo (RPS),2009-09-14,https://stats.espncricinfo.com/ci/engine/match/403383.html,319,5,43.260188087774296,W
8,19,14,1,0,57.14,2,caught,2,v Pakistan,Centurion,2009-09-26,https://stats.espncricinfo.com/ci/engine/match/415278.html,248,10,3.225806451612903,L
14,40,29,2,0,48.27,2,caught,2,v Australia,Vadodara,2009-10-25,https://stats.espncricinfo.com/ci/engine/match/416236.html,288,8,4.861111111111112,L
4,14,8,1,0,50.00,2,caught,1,v Australia,Nagpur,2009-10-28,https://stats.espncricinfo.com/ci/engine/match/416237.html,354,7,1.1299435028248588,W
32,63,47,2,0,68.08,2,run out,2,v Australia,Delhi,2009-10-31,https://stats.espncricinfo.com/ci/engine/match/416238.html,230,4,13.91304347826087,W
40,86,68,6,0,58.82,2,lbw,2,v Australia,Mohali,2009-11-02,https://stats.espncricinfo.com/ci/engine/match/416239.html,226,10,17.699115044247787,L
175,210,141,19,4,124.11,2,caught,2,v Australia,Hyderabad,2009-11-05,https://stats.espncricinfo.com/ci/engine/match/416240.html,347,10,50.43227665706051,L
10,23,17,2,0,58.82,2,caught,1,v Australia,Guwahati,2009-11-08,https://stats.espncricinfo.com/ci/engine/match/416241.html,170,10,5.88235294117647,L
69,91,63,10,1,109.52,2,bowled,1,v Sri Lanka,Rajkot,2009-12-15,https://stats.espncricinfo.com/ci/engine/match/430886.html,414,7,16.666666666666664,W
43,76,52,4,0,82.69,2,stumped,1,v Sri Lanka,Nagpur,2009-12-18,https://stats.espncricinfo.com/ci/engine/match/430887.html,301,7,14.285714285714285,L
96,187,104,13,0,92.30,2,not out,2,v Sri Lanka,Cuttack,2009-12-21,https://stats.espncricinfo.com/ci/engine/match/430888.html,243,3,39.50617283950617,W
8,-,8,2,0,100.00,2,caught,2,v Sri Lanka,Eden Gardens,2009-12-24,https://stats.espncricinfo.com/ci/engine/match/430889.html,317,3,2.5236593059936907,W
4,-,5,1,0,80.00,2,run out,1,v South Africa,Jaipur,2010-02-21,https://stats.espncricinfo.com/ci/engine/match/441827.html,298,9,1.342281879194631,W
200,226,147,25,3,136.05,2,not out,1,v South Africa,Gwalior,2010-02-24,https://stats.espncricinfo.com/ci/engine/match/441828.html,401,3,49.87531172069826,W
7,16,11,0,0,63.63,2,caught,2,v South Africa,Durban,2011-01-12,https://stats.espncricinfo.com/ci/engine/match/463150.html,154,10,4.545454545454546,L
24,78,44,2,0,54.54,2,bowled,1,v South Africa,Johannesburg,2011-01-15,https://stats.espncricinfo.com/ci/engine/match/463151.html,190,10,12.631578947368421,W
28,46,29,4,0,96.55,2,run out,1,v Bangladesh,Mirpur,2011-02-19,https://stats.espncricinfo.com/ci/engine/match/433558.html,370,4,7.567567567567568,W
120,170,115,10,5,104.34,2,caught,1,v England,Bengaluru,2011-02-27,https://stats.espncricinfo.com/ci/engine/match/433568.html,338,10,35.50295857988166,L
38,91,56,4,0,67.85,2,lbw,2,v Ireland,Bengaluru,2011-03-06,https://stats.espncricinfo.com/ci/engine/match/433578.html,210,5,18.095238095238095,W
27,45,22,6,0,122.72,2,caught,2,v Netherlands,Delhi,2011-03-09,https://stats.espncricinfo.com/ci/engine/match/433582.html,191,5,14.136125654450263,W
111,184,101,8,3,109.90,2,caught,1,v South Africa,Nagpur,2011-03-12,https://stats.espncricinfo.com/ci/engine/match/433586.html,296,10,37.5,L
2,4,4,0,0,50.00,2,caught,1,v West Indies,Chennai,2011-03-20,https://stats.espncricinfo.com/ci/engine/match/433599.html,268,10,0.7462686567164178,W
53,93,68,7,0,77.94,2,caught,2,v Australia,Ahmedabad,2011-03-24,https://stats.espncricinfo.com/ci/engine/match/433601.html,261,5,20.306513409961685,W
85,160,115,11,0,73.91,2,caught,1,v Pakistan,Mohali,2011-03-30,https://stats.espncricinfo.com/ci/engine/match/433605.html,260,9,32.69230769230769,W
18,21,14,2,0,128.57,2,caught,2,v Sri Lanka,Wankhede,2011-04-02,https://stats.espncricinfo.com/ci/engine/match/433606.html,277,4,6.4981949458483745,W
2,9,6,0,0,33.33,2,caught,2,v Australia,Melbourne,2012-02-05,https://stats.espncricinfo.com/ci/engine/match/518956.html,151,10,1.3245033112582782,L
48,87,63,5,0,76.19,2,bowled,2,v Sri Lanka,Perth,2012-02-08,https://stats.espncricinfo.com/ci/engine/match/518957.html,234,6,20.51282051282051,W
15,25,24,2,0,62.50,2,caught,2,v Sri Lanka,Adelaide,2012-02-14,https://stats.espncricinfo.com/ci/engine/match/518960.html,236,9,6.3559322033898304,L
3,21,12,0,0,25.00,2,caught,2,v Australia,Brisbane,2012-02-19,https://stats.espncricinfo.com/ci/engine/match/518962.html,178,10,1.6853932584269662,L
22,33,23,3,0,95.65,2,bowled,2,v Sri Lanka,Brisbane,2012-02-21,https://stats.espncricinfo.com/ci/engine/match/518963.html,238,10,9.243697478991598,L
14,34,15,2,0,93.33,2,run out,2,v Australia,Sydney,2012-02-26,https://stats.espncricinfo.com/ci/engine/match/518965.html,165,10,8.484848484848486,L
39,45,30,5,0,130.00,2,lbw,2,v Sri Lanka,Hobart,2012-02-28,https://stats.espncricinfo.com/ci/engine/match/518966.html,321,3,12.149532710280374,W
6,25,19,1,0,31.57,2,caught,1,v Sri Lanka,Mirpur,2012-03-13,https://stats.espncricinfo.com/ci/engine/match/535795.html,304,3,1.9736842105263157,W
114,205,147,12,1,77.55,2,caught,1,v Bangladesh,Mirpur,2012-03-16,https://stats.espncricinfo.com/ci/engine/match/535797.html,289,5,39.44636678200692,L
52,93,48,5,1,108.33,2,caught,2,v Pakistan,Mirpur,2012-03-18,https://stats.espncricinfo.com/ci/engine/match/535798.html,330,4,15.757575757575756,W
