Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,Match URL,Team Total,Wickets Fallen,Percentage Scored
34,40,41,0,1,82.92,5,bowled,1,v Sri Lanka,Colombo (SSC),1997-08-23,https://stats.espncricinfo.com/ci/engine/match/64559.html,291,9,11.683848797250858
65,100,68,4,0,95.58,5,run out,2,v Sri Lanka,Colombo (SSC),1997-08-24,https://stats.espncricinfo.com/ci/engine/match/64560.html,255,8,25.49019607843137
52,121,87,0,0,59.77,4,stumped,1,v Pakistan,Toronto,1997-09-13,https://stats.espncricinfo.com/ci/engine/match/66035.html,208,10,25.0
21,44,29,1,0,72.41,5,not out,2,v Pakistan,Toronto,1997-09-14,https://stats.espncricinfo.com/ci/engine/match/66036.html,117,3,17.94871794871795
67,149,110,4,0,60.90,5,caught,1,v Pakistan,Toronto,1997-09-18,https://stats.espncricinfo.com/ci/engine/match/66038.html,182,6,36.81318681318682
7,10,8,1,0,87.50,4,caught,2,v Pakistan,Toronto,1997-09-20,https://stats.espncricinfo.com/ci/engine/match/66039.html,162,3,4.320987654320987
50,82,65,6,0,76.92,4,run out,1,v Pakistan,Toronto,1997-09-21,https://stats.espncricinfo.com/ci/engine/match/66040.html,250,5,20.0
31,103,67,3,0,46.26,4,bowled,1,v Pakistan,Hyderabad (Sind),1997-09-28,https://stats.espncricinfo.com/ci/engine/match/64561.html,170,10,18.235294117647058
6,25,10,1,0,60.00,4,run out,2,v Pakistan,Karachi,1997-09-30,https://stats.espncricinfo.com/ci/engine/match/64562.html,266,6,2.2556390977443606
6,39,12,0,0,50.00,4,caught,1,v Pakistan,Lahore,1997-10-02,https://stats.espncricinfo.com/ci/engine/match/64564.html,216,10,2.7777777777777777
3,22,19,0,0,15.78,5,caught,2,v England,Sharjah,1997-12-11,https://stats.espncricinfo.com/ci/engine/match/65873.html,243,10,1.2345679012345678
39,73,57,0,0,68.42,6,caught,1,v Pakistan,Sharjah,1997-12-14,https://stats.espncricinfo.com/ci/engine/match/65876.html,239,7,16.317991631799163
4,8,8,0,0,50.00,5,run out,2,v West Indies,Sharjah,1997-12-16,https://stats.espncricinfo.com/ci/engine/match/65878.html,188,10,2.127659574468085
28,52,46,3,0,60.86,5,not out,2,v Sri Lanka,Guwahati,1997-12-22,https://stats.espncricinfo.com/ci/engine/match/64567.html,173,3,16.184971098265898
24,38,36,1,1,66.66,4,caught,1,v Sri Lanka,Margao,1997-12-28,https://stats.espncricinfo.com/ci/engine/match/64569.html,228,6,10.526315789473683
84,167,120,7,0,70.00,3,caught,2,v Bangladesh,Dhaka,1998-01-10,https://stats.espncricinfo.com/ci/engine/match/66131.html,191,6,43.97905759162304
100,-,111,7,0,90.09,3,caught,1,v Pakistan,Dhaka,1998-01-11,https://stats.espncricinfo.com/ci/engine/match/66132.html,245,7,40.816326530612244
30,45,38,2,0,78.94,3,not out,2,v Pakistan,Dhaka,1998-01-14,https://stats.espncricinfo.com/ci/engine/match/66134.html,213,2,14.084507042253522
