Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,Match URL,Team Total,Wickets Fallen,Percentage Scored
37,45,31,4,1,119.35,4,caught,2,v Australia,Bengaluru,2003-11-12,https://stats.espncricinfo.com/ci/engine/match/66371.html,286,8,12.937062937062937
33,54,31,4,0,106.45,3,caught,1,v New Zealand,Hyderabad (Deccan),2003-11-15,https://stats.espncricinfo.com/ci/engine/match/66372.html,353,5,9.34844192634561
82,119,83,6,1,98.79,3,run out,2,v Australia,Melbourne,2004-01-09,https://stats.espncricinfo.com/ci/engine/match/65643.html,270,10,30.37037037037037
32,27,26,4,1,123.07,5,not out,2,v Zimbabwe,Hobart,2004-01-14,https://stats.espncricinfo.com/ci/engine/match/65645.html,211,3,15.165876777251185
18,33,24,2,1,75.00,1,caught,1,v Australia,Brisbane,2004-01-18,https://stats.espncricinfo.com/ci/engine/match/65647.html,303,4,5.9405940594059405
33,68,43,4,0,76.74,2,caught,1,v Zimbabwe,Brisbane,2004-01-20,https://stats.espncricinfo.com/ci/engine/match/65648.html,255,6,12.941176470588237
1,7,8,0,0,12.50,1,caught,1,v Australia,Sydney,2004-01-22,https://stats.espncricinfo.com/ci/engine/match/65649.html,296,4,0.33783783783783783
1,5,5,0,0,20.00,4,caught,1,v Zimbabwe,Adelaide,2004-01-24,https://stats.espncricinfo.com/ci/engine/match/65650.html,280,7,0.35714285714285715
1,17,10,0,0,10.00,5,caught,1,v Australia,Perth,2004-02-01,https://stats.espncricinfo.com/ci/engine/match/65653.html,203,10,0.49261083743842365
6,33,21,0,0,28.57,5,caught,1,v Australia,Melbourne,2004-02-06,https://stats.espncricinfo.com/ci/engine/match/65655.html,222,10,2.7027027027027026
3,31,15,0,0,20.00,4,caught,2,v Australia,Sydney,2004-02-08,https://stats.espncricinfo.com/ci/engine/match/65656.html,151,10,1.9867549668874174
45,82,47,3,2,95.74,3,caught,1,v Pakistan,Karachi,2004-03-13,https://stats.espncricinfo.com/ci/engine/match/64880.html,349,7,12.893982808022923
15,55,38,1,0,39.47,4,stumped,2,v Pakistan,Rawalpindi,2004-03-16,https://stats.espncricinfo.com/ci/engine/match/64882.html,317,10,4.73186119873817
39,64,41,5,1,95.12,5,caught,1,v Pakistan,Peshawar,2004-03-19,https://stats.espncricinfo.com/ci/engine/match/64883.html,244,9,15.983606557377051
21,23,15,2,1,140.00,4,caught,2,v Pakistan,Lahore,2004-03-21,https://stats.espncricinfo.com/ci/engine/match/64884.html,294,5,7.142857142857142
45,69,64,5,0,70.31,4,caught,1,v Pakistan,Lahore,2004-03-24,https://stats.espncricinfo.com/ci/engine/match/64885.html,293,7,15.358361774744028
