Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,Match URL,Team Total,Wickets Fallen,Percentage Scored,Match Result
38,71,48,4,0,79.16,3,bowled,2,v Zimbabwe,Auckland,2015-03-14,https://stats.espncricinfo.com/ci/engine/match/656475.html,288,4,13.194444444444445,W
3,6,8,0,0,37.50,3,caught,1,v Bangladesh,Melbourne,2015-03-19,https://stats.espncricinfo.com/ci/engine/match/656485.html,302,6,0.9933774834437087,W
1,11,13,0,0,7.69,3,caught,2,v Australia,Sydney,2015-03-26,https://stats.espncricinfo.com/ci/engine/match/656493.html,233,10,0.4291845493562232,L
1,9,4,0,0,25.00,3,caught,2,v Bangladesh,Mirpur,2015-06-18,https://stats.espncricinfo.com/ci/engine/match/870731.html,228,10,0.43859649122807015,L
23,57,27,3,1,85.18,3,lbw,1,v Bangladesh,Mirpur,2015-06-21,https://stats.espncricinfo.com/ci/engine/match/870733.html,200,10,11.5,L
25,55,35,1,0,71.42,3,bowled,1,v Bangladesh,Mirpur,2015-06-24,https://stats.espncricinfo.com/ci/engine/match/870735.html,317,6,7.886435331230284,W
11,29,18,0,0,61.11,4,caught,2,v South Africa,Kanpur,2015-10-11,https://stats.espncricinfo.com/ci/engine/match/903593.html,298,7,3.691275167785235,L
12,24,18,0,0,66.66,4,run out,1,v South Africa,Indore,2015-10-14,https://stats.espncricinfo.com/ci/engine/match/903595.html,247,9,4.8582995951417,W
77,155,99,5,0,77.77,3,caught,2,v South Africa,Rajkot,2015-10-18,https://stats.espncricinfo.com/ci/engine/match/903597.html,252,6,30.555555555555557,L
138,202,140,6,5,98.57,3,caught,1,v South Africa,Chennai,2015-10-22,https://stats.espncricinfo.com/ci/engine/match/903599.html,299,8,46.15384615384615,W
7,11,6,0,1,116.66,3,caught,2,v South Africa,Wankhede,2015-10-25,https://stats.espncricinfo.com/ci/engine/match/903601.html,224,10,3.125,L
91,148,97,9,1,93.81,3,caught,1,v Australia,Perth,2016-01-12,https://stats.espncricinfo.com/ci/engine/match/895807.html,309,3,29.449838187702266,L
59,84,67,4,0,88.05,3,run out,1,v Australia,Brisbane,2016-01-15,https://stats.espncricinfo.com/ci/engine/match/895809.html,308,8,19.155844155844157,L
117,174,117,7,2,100.00,3,caught,1,v Australia,Melbourne,2016-01-17,https://stats.espncricinfo.com/ci/engine/match/895811.html,295,6,39.66101694915255,L
106,131,92,11,1,115.21,3,caught,2,v Australia,Canberra,2016-01-20,https://stats.espncricinfo.com/ci/engine/match/895813.html,323,10,32.81733746130031,L
8,11,11,1,0,72.72,3,caught,2,v Australia,Sydney,2016-01-23,https://stats.espncricinfo.com/ci/engine/match/895815.html,331,4,2.416918429003021,W
85,109,81,9,1,104.93,3,not out,2,v New Zealand,Dharamsala,2016-10-16,https://stats.espncricinfo.com/ci/engine/match/1030219.html,194,4,43.81443298969072,W
9,18,13,1,0,69.23,3,caught,2,v New Zealand,Delhi,2016-10-20,https://stats.espncricinfo.com/ci/engine/match/1030221.html,236,10,3.8135593220338984,L
154,202,134,16,1,114.92,3,not out,2,v New Zealand,Mohali,2016-10-23,https://stats.espncricinfo.com/ci/engine/match/1030223.html,289,3,53.28719723183391,W
